Date,Open,High,Low,Close,Volume,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-09-10,103.6,107.55,101.7,102.6,3532800,1161,3042.89,3531200
2025-09-11,100.0,106.4,97.5,105.3,566400,255,2221.18,518400
2025-09-12,103.45,106.0,100.6,102.5,193600,80,2420.0,185600
2025-09-15,102.5,104.65,100.0,103.15,164800,68,2423.53,160000
2025-09-16,105.0,105.0,103.0,103.6,104000,51,2039.22,100800
2025-09-17,103.75,104.5,101.05,102.0,65600,40,1640.0,62400
