Date,Open,High,Low,Close,Volume,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-08-18,0.0,0.0,0.0,1532.07,906780585.0,,,
2025-08-19,0.0,0.0,0.0,1541.39,686927709.0,,,
2025-08-20,0.0,0.0,0.0,1548.37,714258126.0,,,
2025-08-21,0.0,0.0,0.0,1548.78,598876025.0,,,
2025-08-22,0.0,0.0,0.0,1538.86,559198921.0,,,
2025-08-25,0.0,0.0,0.0,1545.19,761449779.0,,,
2025-08-26,0.0,0.0,0.0,1526.8,1701854487.0,,,
2025-08-28,0.0,0.0,0.0,1512.66,804021532.0,,,
2025-08-29,0.0,0.0,0.0,1506.73,931299800.0,,,
2025-09-01,0.0,0.0,0.0,1523.8,627327807.0,,,
2025-09-02,0.0,0.0,0.0,1524.11,722838553.0,,,
2025-09-03,0.0,0.0,0.0,1532.21,920530422.0,,,
2025-09-04,0.0,0.0,0.0,1530.09,801385475.0,,,
2025-09-05,0.0,0.0,0.0,1530.25,603810925.0,,,
2025-09-08,0.0,0.0,0.0,1533.31,577974145.0,,,
2025-09-09,0.0,0.0,0.0,1540.0,604457396.0,,,
2025-09-10,0.0,0.0,0.0,1548.93,726201042.0,,,
2025-09-11,0.0,0.0,0.0,1551.19,842234937.0,,,
2025-09-12,0.0,0.0,0.0,1557.91,724925128.0,,,
2025-09-15,0.0,0.0,0.0,1557.51,633417103.0,,,
2025-09-16,0.0,0.0,0.0,1567.84,691783960.0,,,
2025-09-17,0.0,0.0,0.0,1572.49,747708860.0,,,
