Date,Open,High,Low,Close,Volume,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-09-12,365.0,369.0,350.5,358.1,106559,2735,38.96,64254
2025-09-15,356.0,366.1,352.8,364.45,248540,3942,63.05,166066
2025-09-16,364.1,378.75,361.8,369.35,143126,5241,27.31,98072
2025-09-17,370.35,382.0,365.35,376.55,177667,19111,9.3,73364
