Date,Open,High,Low,Close,Volume,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-09-12,85.0,89.25,85.0,85.7,982400,429,2289.98,968000
2025-09-15,84.0,89.95,82.5,89.95,465600,176,2645.45,433600
2025-09-16,92.9,94.4,90.0,92.75,201600,109,1849.54,190400
2025-09-17,90.5,91.0,88.15,89.1,73600,42,1752.38,68800
