Date,Open,High,Low,Close,Volume,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-08-07,0.0,0.0,0.0,42299.84,128575945.0,,,
2025-08-08,0.0,0.0,0.0,41566.25,116035490.0,,,
2025-08-11,0.0,0.0,0.0,41898.67,112416716.0,,,
2025-08-12,0.0,0.0,0.0,41730.42,159313722.0,,,
2025-08-13,0.0,0.0,0.0,42027.35,229449660.0,,,
2025-08-14,0.0,0.0,0.0,41953.29,111686884.0,,,
2025-08-18,0.0,0.0,0.0,42274.37,225051940.0,,,
2025-08-19,0.0,0.0,0.0,42294.3,138313801.0,,,
2025-08-20,0.0,0.0,0.0,42515.31,127834457.0,,,
2025-08-21,0.0,0.0,0.0,42592.87,128998339.0,,,
2025-08-22,0.0,0.0,0.0,42489.82,116946970.0,,,
2025-08-25,0.0,0.0,0.0,42546.59,122542711.0,,,
2025-08-26,0.0,0.0,0.0,42113.28,145189579.0,,,
2025-08-28,0.0,0.0,0.0,41636.46,108445705.0,,,
2025-08-29,0.0,0.0,0.0,41810.82,130781385.0,,,
2025-09-01,0.0,0.0,0.0,42454.41,113463655.0,,,
2025-09-02,0.0,0.0,0.0,42640.61,130518356.0,,,
2025-09-03,0.0,0.0,0.0,42728.99,98068393.0,,,
2025-09-04,0.0,0.0,0.0,42368.86,90713924.0,,,
2025-09-05,0.0,0.0,0.0,42213.8,70281991.0,,,
2025-09-08,0.0,0.0,0.0,42333.25,68147943.0,,,
2025-09-09,0.0,0.0,0.0,42544.83,68781446.0,,,
2025-09-10,0.0,0.0,0.0,43193.2,128537380.0,,,
2025-09-11,0.0,0.0,0.0,43229.09,105955492.0,,,
2025-09-12,0.0,0.0,0.0,43627.85,119880672.0,,,
2025-09-15,0.0,0.0,0.0,43664.84,114861758.0,,,
2025-09-16,0.0,0.0,0.0,44135.15,137812806.0,,,
2025-09-17,0.0,0.0,0.0,44405.75,143977137.0,,,
