Date,Open,High,Low,Close,Volume,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
1995-06-16,16.0,16.0,16.0,16.0,100,,,
1995-06-20,16.0,16.15,16.0,16.05,400,,,
1995-06-21,16.35,16.35,16.35,16.35,100,,,
1995-06-22,15.65,15.65,15.45,15.55,200,,,
1995-06-23,15.55,15.65,15.55,15.65,300,,,
1995-06-27,15.65,15.65,14.8,14.8,200,,,
1995-06-29,14.65,14.65,14.65,14.65,100,,,
1995-06-30,15.25,15.25,15.25,15.25,100,,,
1995-07-03,14.65,14.65,14.65,14.65,100,,,
1995-07-05,14.35,14.35,14.0,14.0,300,,,
1995-07-10,14.0,14.0,13.75,13.8,300,,,
1995-07-11,14.0,14.0,14.0,14.0,100,,,
1995-07-12,14.0,14.0,13.75,13.75,200,,,
1995-07-13,15.0,15.0,15.0,15.0,200,,,
1995-07-14,15.35,15.35,15.35,15.35,100,,,
1995-07-17,15.4,15.4,15.4,15.4,200,,,
1995-07-21,15.45,15.45,15.45,15.45,100,,,
1995-07-24,15.85,15.85,15.85,15.85,100,,,
1995-07-25,15.85,15.85,15.65,15.65,200,,,
1995-07-26,15.65,15.65,15.65,15.65,100,,,
1995-07-27,15.2,15.2,14.75,14.9,400,,,
1995-07-28,14.55,14.55,14.55,14.55,200,,,
1995-08-01,14.65,14.65,14.35,14.35,200,,,
1995-08-16,14.15,14.15,14.15,14.15,100,,,
1995-08-17,14.15,14.15,14.15,14.15,100,,,
1995-08-18,14.45,14.45,14.45,14.45,100,,,
1995-08-21,14.45,14.45,14.45,14.45,100,,,
1995-08-22,14.15,14.25,14.15,14.25,200,,,
1995-08-23,14.15,14.35,14.15,14.35,200,,,
1995-08-24,14.15,14.35,14.15,14.35,200,,,
1995-08-30,13.65,13.65,13.65,13.65,100,,,
1995-08-31,14.0,14.0,14.0,14.0,100,,,
1995-09-01,14.15,14.15,14.15,14.15,100,,,
1995-09-05,14.15,14.15,14.15,14.15,100,,,
1995-09-12,13.95,14.0,13.65,13.65,300,,,
1995-09-13,14.0,14.0,13.8,13.8,800,,,
1995-09-14,13.85,13.85,13.85,13.85,100,,,
1995-09-15,13.85,13.85,13.8,13.8,500,,,
1995-09-22,13.65,13.65,13.55,13.55,300,,,
1995-09-26,13.45,13.45,13.35,13.35,600,,,
1995-09-27,13.75,14.0,13.75,13.95,400,,,
1995-09-28,13.85,13.85,13.75,13.8,5000,,,
1995-09-29,14.0,14.0,14.0,14.0,100,,,
1995-10-10,15.0,15.65,15.35,15.65,400,,,
1995-10-11,16.75,16.85,16.75,16.85,200,,,
1995-10-16,16.85,16.65,16.15,16.65,200,,,
1995-10-17,16.65,16.35,16.25,16.25,400,,,
1995-10-19,15.75,15.75,15.75,15.75,300,,,
1995-10-20,15.75,15.65,15.55,15.6,600,,,
1995-10-23,15.6,15.7,15.65,15.7,300,,,
1995-10-24,15.6,15.6,15.6,15.6,100,,,
1995-10-26,15.85,15.85,15.65,15.65,200,,,
1995-10-27,15.35,15.35,15.25,15.25,200,,,
1995-10-30,15.25,15.25,15.0,15.0,300,,,
1995-10-31,15.0,15.0,15.0,15.0,100,,,
1995-11-01,15.0,14.95,14.85,14.95,200,,,
1995-11-10,14.0,14.0,13.75,13.75,300,,,
1995-11-13,15.0,15.0,15.0,15.0,4000,,,
1995-11-14,13.8,13.8,13.8,13.8,200,,,
1995-11-16,13.35,13.35,13.35,13.35,100,,,
1995-11-20,13.0,13.0,12.8,12.8,800,,,
1995-11-21,13.0,13.0,12.45,12.6,400,,,
1995-11-22,12.35,12.45,12.35,12.4,700,,,
1995-11-23,12.35,12.35,12.35,12.35,300,,,
1995-11-24,12.25,12.35,12.0,12.3,600,,,
1995-11-27,12.45,13.45,12.4,12.55,10000,,,
1995-11-28,11.35,12.45,11.35,12.0,10300,,,
1995-11-29,12.0,12.0,12.0,12.0,300,,,
1995-11-30,12.0,12.35,12.0,12.35,400,,,
1995-12-01,12.35,12.65,12.65,12.65,100,,,
1995-12-11,12.8,12.8,12.8,12.8,100,,,
1995-12-12,12.8,14.0,12.65,12.8,3900,,,
1995-12-13,12.8,12.65,12.45,12.45,300,,,
1995-12-14,12.5,12.5,12.5,12.5,100,,,
1995-12-15,12.65,12.65,12.65,12.65,300,,,
1995-12-19,12.65,12.25,11.85,11.85,300,,,
1995-12-20,11.05,12.15,11.05,12.15,3700,,,
1995-12-21,12.15,12.0,12.0,12.0,100,,,
1995-12-22,11.8,12.0,11.8,12.0,300,,,
1995-12-26,12.0,12.0,12.0,12.0,200,,,
1995-12-27,12.0,12.0,12.0,12.0,300,,,
1995-12-28,12.0,12.0,12.0,12.0,300,,,
1995-12-29,12.0,12.0,12.0,12.0,100,,,
1996-01-01,11.95,12.0,11.95,12.0,300,,,
1996-01-02,12.0,12.0,11.75,11.75,400,,,
1996-01-09,11.25,11.35,11.25,11.25,300,,,
1996-01-10,11.15,11.2,11.0,11.0,400,,,
1996-01-11,10.8,10.95,10.8,10.95,200,,,
1996-01-12,10.95,10.95,10.95,10.95,100,,,
1996-01-15,11.0,11.0,11.0,11.0,100,,,
1996-01-16,10.15,10.55,10.15,10.55,200,,,
1996-01-17,10.55,10.55,10.55,10.55,100,,,
1996-01-18,10.15,10.15,10.15,10.15,100,,,
1996-01-19,10.15,10.15,10.1,10.15,1100,,,
1996-01-22,10.0,10.0,9.95,9.95,400,,,
1996-01-23,9.65,9.95,9.65,9.95,300,,,
1996-01-24,9.9,9.9,9.65,9.7,400,,,
1996-01-25,9.6,9.85,8.95,9.65,600,,,
1996-01-29,9.35,9.35,9.35,9.35,100,,,
1996-01-30,9.05,9.05,9.05,9.05,100,,,
1996-01-31,9.0,9.35,9.0,9.35,300,,,
1996-02-02,10.2,10.2,10.2,10.2,200,,,
1996-02-12,12.55,12.55,12.0,12.0,200,,,
1996-02-13,12.15,12.35,11.15,12.35,700,,,
1996-02-14,12.35,12.35,12.0,12.2,900,,,
1996-02-15,12.15,12.15,11.55,11.95,700,,,
1996-02-16,11.95,12.25,11.8,12.1,1400,,,
1996-02-19,12.1,12.0,11.85,11.85,300,,,
1996-02-20,11.55,11.65,11.55,11.55,500,,,
1996-02-22,11.55,11.65,11.55,11.65,200,,,
1996-02-23,11.95,11.95,11.95,11.95,100,,,
1996-02-26,11.95,11.85,11.85,11.85,300,,,
1996-02-27,11.45,11.45,11.35,11.35,200,,,
1996-02-28,11.2,11.2,11.2,11.2,200,,,
1996-02-29,11.05,11.05,11.0,11.0,400,,,
1996-03-01,10.65,10.65,10.65,10.65,100,,,
1996-03-11,10.35,11.2,10.2,10.25,7000,,,
1996-03-12,10.25,10.2,10.15,10.15,700,,,
1996-03-14,10.15,10.35,10.05,10.05,300,,,
1996-03-15,10.05,10.35,10.0,10.0,800,,,
1996-03-18,10.3,10.3,10.3,10.3,400,,,
1996-03-19,10.0,10.0,9.8,9.8,300,,,
1996-03-21,9.8,10.0,9.8,10.0,200,,,
1996-03-22,9.65,9.65,9.65,9.65,200,,,
1996-03-25,9.65,9.7,9.65,9.65,400,,,
1996-03-26,9.6,9.6,9.45,9.5,500,,,
1996-03-27,9.6,9.6,9.55,9.55,500,,,
1996-03-28,9.55,9.8,9.6,9.8,600,,,
1996-03-29,9.65,9.65,9.6,9.6,300,,,
1996-04-02,9.6,10.0,10.0,10.0,200,,,
1996-04-03,10.4,10.4,10.35,10.4,300,,,
1996-04-04,10.55,10.55,10.55,10.55,100,,,
1996-04-08,10.65,10.8,10.65,10.65,400,,,
1996-04-09,10.65,10.65,10.0,10.0,500,,,
1996-04-10,10.45,10.45,10.45,10.45,200,,,
1996-04-11,10.45,10.45,10.45,10.45,100,,,
1996-04-12,10.45,10.45,10.35,10.35,400,,,
1996-04-15,10.35,10.65,10.45,10.55,300,,,
1996-04-16,10.55,10.4,10.05,10.35,700,,,
1996-04-18,10.35,11.35,10.65,10.8,700,,,
1996-04-19,11.25,11.35,10.85,11.05,1000,,,
1996-04-22,11.6,11.6,10.85,10.85,400,,,
1996-04-23,10.85,10.8,10.65,10.65,200,,,
1996-04-24,11.0,11.0,10.95,10.95,200,,,
1996-04-25,11.0,11.0,10.8,10.95,500,,,
1996-04-26,10.95,11.05,11.05,11.05,300,,,
1996-04-29,10.75,10.75,10.65,10.65,300,,,
1996-04-30,10.65,10.6,10.0,10.0,500,,,
1996-05-01,10.15,10.45,10.15,10.35,800,,,
1996-05-02,10.2,10.35,10.2,10.35,200,,,
1996-05-03,10.45,10.45,10.25,10.25,500,,,
1996-05-06,10.2,10.35,10.2,10.35,200,,,
1996-05-07,10.35,10.35,10.25,10.25,500,,,
1996-05-08,10.15,10.35,10.15,10.35,300,,,
1996-05-09,10.4,10.4,10.4,10.4,100,,,
1996-05-10,10.0,10.0,9.65,9.65,500,,,
1996-05-13,9.8,9.95,9.8,9.95,300,,,
1996-05-14,9.65,9.85,9.65,9.85,800,,,
1996-05-15,10.15,10.4,10.15,10.4,1100,,,
1996-05-16,10.4,10.75,10.35,10.4,1100,,,
1996-05-17,10.4,10.55,10.35,10.55,300,,,
1996-05-21,10.55,10.0,9.55,9.55,1100,,,
1996-05-22,9.55,9.85,9.85,9.85,100,,,
1996-05-23,9.85,9.85,9.85,9.85,100,,,
1996-05-24,9.8,9.8,9.75,9.75,600,,,
1996-05-27,9.75,9.85,9.55,9.75,700,,,
1996-05-28,9.35,9.45,9.35,9.45,200,,,
1996-05-29,9.65,9.75,9.65,9.75,300,,,
1996-05-30,9.75,9.85,9.65,9.65,400,,,
1996-05-31,9.65,9.8,9.65,9.75,500,,,
1996-06-03,9.75,9.85,9.65,9.7,400,,,
1996-06-04,9.7,9.75,9.55,9.55,500,,,
1996-06-05,9.6,9.6,9.55,9.55,300,,,
1996-06-06,9.6,9.6,9.6,9.6,100,,,
1996-06-07,9.65,9.75,9.6,9.75,900,,,
1996-06-10,9.8,9.8,9.8,9.8,100,,,
1996-06-11,10.0,10.0,9.6,9.65,900,,,
1996-06-12,9.95,10.0,9.75,9.95,1300,,,
1996-06-13,10.0,10.0,9.9,9.9,300,,,
1996-06-14,10.0,10.05,9.95,10.05,800,,,
1996-06-17,10.15,10.85,10.15,10.85,900,,,
1996-06-18,10.85,11.2,10.7,10.7,1200,,,
1996-06-19,10.75,10.75,10.55,10.6,600,,,
1996-06-20,10.45,10.45,10.05,10.25,500,,,
1996-06-21,10.05,10.15,10.05,10.15,500,,,
1996-06-24,9.85,9.85,9.85,9.85,200,,,
1996-06-25,9.8,10.2,9.8,10.2,200,,,
1996-06-26,10.0,10.1,10.0,10.0,300,,,
1996-06-27,10.15,10.15,9.65,9.9,500,,,
1996-06-28,10.25,10.25,9.85,10.0,400,,,
1996-07-01,9.55,9.65,9.55,9.65,300,,,
1996-07-02,9.6,9.6,9.45,9.5,500,,,
1996-07-03,9.45,9.5,9.45,9.5,200,,,
1996-07-04,9.35,9.4,9.2,9.4,600,,,
1996-07-05,9.25,9.25,9.25,9.25,400,,,
1996-07-08,8.95,8.95,8.65,8.65,700,,,
1996-07-09,8.75,8.75,8.45,8.5,1400,,,
1996-07-10,8.65,8.65,8.35,8.6,700,,,
1996-07-11,8.6,8.6,8.5,8.5,400,,,
1996-07-12,8.5,8.55,8.35,8.5,1400,,,
1996-07-15,8.45,8.45,8.35,8.35,700,,,
1996-07-16,8.15,8.25,8.05,8.25,1300,,,
1996-07-17,8.35,8.4,8.25,8.4,400,,,
1996-07-18,8.55,8.65,8.4,8.65,1900,,,
1996-07-19,8.6,9.5,8.6,9.1,2700,,,
1996-07-22,9.0,9.0,9.0,9.0,200,,,
1996-07-23,9.35,9.5,9.05,9.05,1000,,,
1996-07-24,9.05,9.4,8.6,9.25,1700,,,
1996-07-25,8.95,8.95,8.95,8.95,100,,,
1996-07-26,8.95,9.05,8.95,9.05,500,,,
1996-07-29,8.65,8.8,8.45,8.6,1100,,,
1996-07-30,8.65,8.65,8.45,8.45,600,,,
1996-07-31,8.55,8.55,8.55,8.55,200,,,
1996-08-01,8.55,8.6,8.5,8.5,400,,,
1996-08-02,8.45,8.5,8.35,8.5,500,,,
1996-08-06,8.4,8.4,8.2,8.3,900,,,
1996-08-07,8.35,8.4,8.35,8.4,200,,,
1996-08-13,7.85,7.95,7.85,7.95,200,,,
1996-08-14,7.75,7.95,7.75,7.95,200,,,
1996-08-16,7.85,7.85,7.85,7.85,200,,,
1996-08-19,7.8,7.8,7.65,7.65,500,,,
1996-08-20,7.3,7.3,7.3,7.3,200,,,
1996-08-21,7.65,7.65,7.3,7.55,600,,,
1996-08-22,7.35,7.35,7.35,7.35,500,,,
1996-08-23,7.45,7.45,7.45,7.45,100,,,
1996-08-26,7.35,7.35,7.25,7.25,300,,,
1996-08-27,7.2,7.8,7.2,7.65,1100,,,
1996-08-28,7.65,8.25,7.65,8.15,4300,,,
1996-08-29,8.05,8.05,8.0,8.05,1000,,,
1996-08-30,7.85,7.9,7.75,7.9,3500,,,
1996-09-02,8.0,8.5,8.0,8.25,8700,,,
1996-09-03,8.6,9.05,8.6,8.6,7500,,,
1996-09-04,8.65,8.75,8.55,8.55,3000,,,
1996-09-05,8.75,8.8,8.6,8.65,2700,,,
1996-09-06,8.65,8.8,8.6,8.6,1600,,,
1996-09-09,8.7,8.75,8.45,8.6,1700,,,
1996-09-10,8.35,8.5,8.35,8.5,1500,,,
1996-09-11,8.35,8.4,8.3,8.35,3100,,,
1996-09-12,8.35,8.35,8.15,8.15,400,,,
1996-09-13,7.8,8.25,7.8,8.1,1200,,,
1996-09-16,8.1,8.1,8.1,8.1,600,,,
1996-09-17,8.1,8.55,8.1,8.45,2000,,,
1996-09-18,8.3,8.65,8.25,8.6,3500,,,
1996-09-19,8.65,8.65,8.35,8.35,4400,,,
1996-09-20,8.15,8.4,8.15,8.25,700,,,
1996-09-23,8.4,8.45,8.3,8.3,700,,,
1996-09-24,8.4,8.4,8.2,8.2,1300,,,
1996-09-25,8.2,8.4,8.2,8.25,2000,,,
1996-09-26,7.9,8.45,7.9,8.4,2100,,,
1996-09-27,8.55,8.6,8.25,8.6,2100,,,
1996-09-30,8.4,8.55,8.4,8.45,3600,,,
1996-10-01,8.4,8.6,8.15,8.5,6300,,,
1996-10-03,8.4,8.45,8.4,8.45,1300,,,
1996-10-04,8.35,8.4,8.3,8.4,700,,,
1996-10-07,8.3,8.3,8.2,8.2,1100,,,
1996-10-08,8.6,8.65,8.3,8.65,1600,,,
1996-10-09,8.35,8.55,8.35,8.55,400,,,
1996-10-10,8.4,8.65,8.4,8.65,1200,,,
1996-10-11,8.8,8.8,8.75,8.8,700,,,
1996-10-14,8.8,8.8,8.8,8.8,100,,,
1996-10-15,8.45,9.0,8.45,9.0,2700,,,
1996-10-16,8.4,9.0,8.4,8.95,2200,,,
1996-10-17,8.85,8.85,8.75,8.75,500,,,
1996-10-22,9.25,9.35,9.15,9.35,500,,,
1996-10-23,9.45,9.45,9.45,9.45,100,,,
1996-10-24,9.45,9.45,9.45,9.45,200,,,
1996-10-25,9.45,9.45,9.45,9.45,100,,,
1996-10-28,9.2,9.2,9.2,9.2,100,,,
1996-10-29,9.0,9.0,8.85,8.85,800,,,
1996-10-31,8.75,8.95,8.55,8.9,1600,,,
1996-11-01,8.95,9.3,8.75,8.75,300,,,
1996-11-04,8.65,8.65,8.65,8.65,100,,,
1996-11-05,8.7,8.7,8.3,8.35,500,,,
1996-11-06,8.25,8.25,8.25,8.25,100,,,
1996-11-07,8.1,8.25,8.1,8.25,500,,,
1996-11-08,8.25,8.55,8.25,8.4,1100,,,
1996-11-11,8.5,8.5,8.5,8.5,100,,,
1996-11-13,8.4,8.4,8.35,8.35,400,,,
1996-11-14,8.55,8.65,8.2,8.65,1200,,,
1996-11-15,8.4,8.65,8.4,8.65,500,,,
1996-11-18,8.4,8.45,8.4,8.45,400,,,
1996-11-19,8.25,8.65,8.25,8.55,700,,,
1996-11-20,8.55,8.55,8.4,8.4,800,,,
1996-11-21,8.55,8.85,8.55,8.85,300,,,
1996-11-22,8.55,8.55,8.55,8.55,4000,,,
1996-11-25,8.45,8.45,8.45,8.45,100,,,
1996-11-26,8.65,8.65,8.65,8.65,100,,,
1996-11-27,9.0,9.0,9.0,9.0,100,,,
1996-11-28,8.55,8.55,8.55,8.55,400,,,
1996-11-29,8.6,8.65,8.6,8.65,300,,,
1996-12-02,8.3,8.4,8.3,8.4,300,,,
1996-12-03,8.2,8.2,7.9,7.95,600,,,
1996-12-04,7.5,7.95,7.5,7.85,900,,,
1996-12-05,7.75,7.75,7.75,7.75,300,,,
1996-12-06,8.0,8.0,8.0,8.0,100,,,
1996-12-09,8.1,8.2,8.1,8.15,400,,,
1996-12-10,7.8,8.1,7.8,8.0,600,,,
1996-12-11,8.35,8.5,8.35,8.5,500,,,
1996-12-12,8.45,8.5,8.45,8.45,300,,,
1996-12-16,8.4,8.5,8.25,8.4,1100,,,
1996-12-17,8.15,8.4,8.05,8.4,1000,,,
1996-12-18,8.6,8.6,8.6,8.6,100,,,
1996-12-19,8.15,8.55,8.15,8.5,700,,,
1996-12-20,8.75,8.75,8.5,8.5,200,,,
1996-12-23,8.9,8.9,8.9,8.9,100,,,
1996-12-24,8.65,8.65,8.4,8.4,200,,,
1996-12-26,8.5,9.0,8.5,8.95,700,,,
1996-12-31,8.8,8.95,8.65,8.95,600,,,
1997-01-01,9.2,9.55,9.2,9.55,600,,,
1997-01-02,9.6,9.6,9.25,9.4,1200,,,
1997-01-03,9.45,9.5,9.45,9.5,200,,,
1997-01-06,9.35,9.35,9.35,9.35,200,,,
1997-01-07,9.35,9.5,9.35,9.35,600,,,
1997-01-08,9.6,9.7,9.55,9.7,1000,,,
1997-01-09,9.85,9.9,9.7,9.75,600,,,
1997-01-10,9.95,10.2,9.95,10.2,600,,,
1997-01-13,10.45,10.45,10.4,10.4,300,,,
1997-01-14,10.35,10.35,10.35,10.35,100,,,
1997-01-15,10.8,11.0,10.8,11.0,500,,,
1997-01-16,11.15,11.25,10.85,10.85,900,,,
1997-01-17,10.85,11.0,10.75,10.85,800,,,
1997-01-20,10.95,11.0,10.6,10.6,1900,,,
1997-01-21,10.2,10.8,10.2,10.25,1100,,,
1997-01-22,10.35,10.65,10.35,10.65,300,,,
1997-01-24,10.65,10.65,10.45,10.5,700,,,
1997-01-27,9.85,10.6,9.85,10.6,200,,,
1997-01-28,10.15,10.15,10.15,10.15,100,,,
1997-01-29,10.45,10.45,10.15,10.15,400,,,
1997-01-30,10.0,10.0,10.0,10.0,200,,,
1997-01-31,9.65,9.65,9.5,9.5,200,,,
1997-02-03,9.2,9.25,9.2,9.25,400,,,
1997-02-04,9.25,9.3,9.15,9.3,700,,,
1997-02-06,9.25,9.45,9.25,9.45,400,,,
1997-02-07,9.6,9.6,9.4,9.4,500,,,
1997-02-10,9.4,9.45,9.4,9.45,300,,,
1997-02-11,9.4,9.6,9.35,9.4,2100,,,
1997-02-12,9.45,9.45,9.4,9.45,500,,,
1997-02-13,9.4,9.6,9.4,9.45,1800,,,
1997-02-14,9.5,9.7,9.5,9.7,300,,,
1997-02-17,9.55,9.75,9.55,9.75,300,,,
1997-02-18,9.45,9.55,9.2,9.2,500,,,
1997-02-19,9.3,9.4,9.3,9.4,400,,,
1997-02-20,9.3,9.5,9.3,9.45,700,,,
1997-02-21,9.55,9.55,9.35,9.35,700,,,
1997-02-24,9.25,9.3,9.2,9.3,600,,,
1997-02-25,9.35,9.35,9.2,9.35,1600,,,
1997-02-26,9.25,9.35,9.25,9.35,500,,,
1997-02-27,9.35,9.45,9.35,9.45,900,,,
1997-03-01,10.05,10.05,9.65,10.05,1600,,,
1997-03-03,10.35,10.45,10.25,10.4,600,,,
1997-03-04,10.65,10.65,10.0,10.15,800,,,
1997-03-05,10.35,10.65,10.35,10.4,900,,,
1997-03-06,9.85,9.85,9.8,9.8,600,,,
1997-03-10,9.45,9.45,9.4,9.4,400,,,
1997-03-11,9.2,9.45,8.85,9.3,3200,,,
1997-03-12,9.35,9.45,9.1,9.45,700,,,
1997-03-13,9.45,9.75,9.45,9.55,500,,,
1997-03-14,9.45,9.55,9.45,9.55,700,,,
1997-03-17,9.55,9.55,9.55,9.55,5000,,,
1997-03-18,9.45,9.55,9.35,9.45,1400,,,
1997-03-19,9.25,9.45,9.25,9.45,500,,,
1997-03-21,9.35,9.4,9.35,9.4,300,,,
1997-03-25,9.45,9.5,9.35,9.35,600,,,
1997-03-26,9.65,9.65,9.45,9.55,600,,,
1997-03-27,9.45,9.55,9.45,9.55,300,,,
1997-03-31,8.95,9.0,8.85,8.85,1100,,,
1997-04-01,9.25,9.45,9.05,9.35,800,,,
1997-04-02,9.35,9.65,9.35,9.35,800,,,
1997-04-03,9.2,9.4,9.2,9.35,1300,,,
1997-04-04,9.35,9.45,9.25,9.45,1100,,,
1997-04-07,9.25,9.25,9.25,9.25,200,,,
1997-04-10,9.35,9.35,9.35,9.35,200,,,
1997-04-11,9.35,9.35,9.35,9.35,200,,,
1997-04-15,9.45,9.45,9.25,9.35,400,,,
1997-04-17,9.35,9.35,9.35,9.35,100,,,
1997-04-21,9.2,9.2,9.2,9.2,100,,,
1997-04-22,9.2,9.2,9.15,9.15,300,,,
1997-04-23,9.2,9.55,9.2,9.25,500,,,
1997-04-24,9.2,9.65,9.0,9.65,1300,,,
1997-04-28,9.25,9.35,9.25,9.35,200,,,
1997-04-29,9.25,9.55,9.25,9.55,400,,,
1997-04-30,9.35,9.55,9.35,9.55,800,,,
1997-05-02,9.35,9.35,9.35,9.35,700,,,
1997-05-05,9.15,9.35,9.15,9.35,700,,,
1997-05-06,9.35,9.35,9.05,9.35,400,,,
1997-05-07,9.3,9.45,9.3,9.4,400,,,
1997-05-08,9.05,9.45,9.05,9.25,1700,,,
1997-05-09,9.35,9.4,9.35,9.4,200,,,
1997-05-12,9.2,9.55,9.2,9.45,600,,,
1997-05-13,9.35,9.65,9.35,9.5,1100,,,
1997-05-14,9.55,9.6,9.55,9.6,500,,,
1997-05-15,9.65,9.75,9.55,9.55,300,,,
1997-05-16,9.35,9.55,9.35,9.55,500,,,
1997-05-19,9.6,9.65,9.6,9.65,200,,,
1997-05-20,9.55,9.6,9.55,9.55,600,,,
1997-05-21,9.4,9.6,9.4,9.6,200,,,
1997-05-22,9.55,9.65,9.55,9.65,1000,,,
1997-05-23,9.55,9.65,9.55,9.6,1100,,,
1997-05-26,9.45,9.5,9.45,9.5,400,,,
1997-05-27,9.45,9.65,9.35,9.65,2400,,,
1997-05-28,9.55,9.55,9.55,9.55,100,,,
1997-05-29,9.45,9.65,9.45,9.65,300,,,
1997-05-30,9.35,9.75,9.35,9.65,600,,,
1997-06-02,9.65,9.65,9.45,9.6,800,,,
1997-06-03,9.65,9.75,9.55,9.65,800,,,
1997-06-04,9.7,9.75,9.7,9.75,200,,,
1997-06-05,9.45,9.75,9.45,9.75,300,,,
1997-06-06,9.45,9.65,9.45,9.65,700,,,
1997-06-09,9.5,9.65,9.5,9.65,1300,,,
1997-06-10,9.6,9.75,9.6,9.65,1800,,,
1997-06-11,9.6,9.75,9.55,9.6,1700,,,
1997-06-12,9.95,9.95,9.6,9.75,800,,,
1997-06-13,9.8,9.8,9.65,9.65,500,,,
1997-06-16,9.65,9.8,9.65,9.8,400,,,
1997-06-17,9.9,9.9,9.65,9.75,1000,,,
1997-06-18,9.6,9.85,9.6,9.8,900,,,
1997-06-19,9.75,9.75,9.75,9.75,200,,,
1997-06-20,9.65,9.65,9.65,9.65,100,,,
1997-06-23,9.75,9.8,9.5,9.65,1100,,,
