Date,Open,High,Low,Close,Volume,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-09-10,10.2,10.35,10.0,10.3,16411953,1337,12275.21,16283659
2025-09-11,10.55,10.55,10.21,10.26,253093,519,487.66,239692
2025-09-12,10.45,10.55,10.25,10.27,429991,667,644.66,308372
2025-09-15,10.52,10.52,10.24,10.24,539202,911,591.88,476895
2025-09-16,10.49,10.5,10.25,10.38,402380,812,495.54,259795
2025-09-17,10.59,10.59,10.27,10.27,400483,928,431.55,285469
