Date,Open,High,Low,Close,Volume,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-09-09,17.0,19.2,16.05,16.2,61109,365,167.42,44314
2025-09-10,16.61,16.61,16.14,16.25,14065,99,142.07,10111
2025-09-11,16.25,16.29,16.14,16.26,11345,78,145.45,9974
2025-09-12,16.27,16.32,16.23,16.29,23569,31,760.29,19094
2025-09-15,16.56,16.56,16.29,16.33,2950,55,53.64,2780
2025-09-16,16.37,16.43,16.33,16.39,3792,36,105.33,2179
2025-09-17,16.47,16.51,16.45,16.48,7548547,62,121750.76,7548546
